x,Ch1_1
31403.0,1446.0
31404.0,16571.0
31418.0,8036.0
31468.0,15727.0
31469.0,15395.0
31470.0,14011.0
31471.0,18013.0
31486.0,7555.0
31504.0,9297.0
31507.0,8107.0
31511.0,14100.0
31512.0,13523.0
31513.0,12127.0
31514.0,11299.0
31515.0,12900.0
31516.0,15976.0
31517.0,7545.0
31518.0,6903.0
31519.0,5494.0
31520.0,7313.0
31521.0,7395.0
31577.0,15692.0
31593.0,8141.0
31641.0,15876.0
31643.0,15713.0
31644.0,14471.0
31645.0,18104.0
31661.0,7476.0
31679.0,9441.0
31681.0,8205.0
31685.0,14326.0
31686.0,13817.0
31687.0,12542.0
31688.0,11476.0
31689.0,13013.0
31691.0,7532.0
31692.0,6737.0
31693.0,5561.0
31694.0,7576.0
31709.0,1459.0
31720.0,1419.0
31726.0,1476.0
31747.0,1425.0
31751.0,1466.0
31752.0,17560.0
31761.0,8164.0
31807.0,9216.0
31817.0,16189.0
31818.0,14240.0
31819.0,18316.0
31831.0,8216.0
31841.0,7434.0
31852.0,9431.0
31854.0,9468.0
31855.0,8048.0
31856.0,9682.0
31859.0,14336.0
31860.0,13828.0
31861.0,12733.0
31862.0,11538.0
31863.0,13019.0
31864.0,16137.0
31866.0,7024.0
31867.0,5646.0
31868.0,7343.0
31869.0,7389.0
31925.0,18316.0
31938.0,8191.0
31989.0,16231.0
31991.0,16175.0
31992.0,14574.0
31993.0,18215.0
32005.0,8478.0
32015.0,7434.0
32027.0,9619.0
32028.0,9563.0
32029.0,8159.0
32030.0,9887.0
32033.0,14436.0
32034.0,14134.0
32035.0,12788.0
32036.0,11715.0
32037.0,13304.0
32039.0,7644.0
32040.0,6778.0
32041.0,5724.0
32042.0,7762.0
32057.0,1472.0
32069.0,1436.0
32085.0,1478.0
32091.0,1426.0
32097.0,1463.0
32098.0,18405.0
32110.0,8356.0
32164.0,16203.0
32167.0,18313.0
32207.0,14612.0
32208.0,14175.0
32209.0,12912.0
32210.0,11787.0
32211.0,13308.0
32213.0,7566.0
32214.0,6825.0
32215.0,5793.0
32216.0,7789.0
32219.0,5940.0
32275.0,18103.0
32286.0,8316.0
32337.0,16525.0
32340.0,18387.0
32351.0,8767.0
32363.0,7762.0
32375.0,9657.0
32376.0,8292.0
32377.0,9822.0
32380.0,14680.0
32381.0,14293.0
32382.0,13064.0
32383.0,12069.0
32384.0,13486.0
32385.0,15616.0
32387.0,7227.0
32388.0,5672.0
32389.0,7605.0
32404.0,1468.0
32410.0,1426.0
32419.0,1476.0
32427.0,1448.0
32446.0,16955.0
32456.0,8378.0
32511.0,16674.0
32514.0,18636.0
32548.0,9687.0
32549.0,9683.0
32550.0,8336.0
32551.0,9996.0
32554.0,14719.0
32555.0,14369.0
32556.0,13131.0
32557.0,12189.0
32558.0,13592.0
32560.0,7816.0
32561.0,7026.0
32562.0,5757.0
32563.0,7769.0
32567.0,5530.0
32621.0,18333.0
32654.0,9363.0
32685.0,16848.0
32688.0,18717.0
32702.0,8300.0
32711.0,7720.0
32723.0,9862.0
32724.0,8457.0
32725.0,10243.0
32728.0,15022.0
32730.0,13525.0
32731.0,12251.0
32732.0,13884.0
32734.0,8017.0
32735.0,7050.0
32736.0,5918.0
32737.0,7895.0
32752.0,1465.0
32770.0,1434.0
32775.0,1471.0
32794.0,17264.0
32805.0,8586.0
32860.0,16705.0
32862.0,18479.0
32902.0,14814.0
32903.0,14655.0
32904.0,13512.0
32905.0,12400.0
32906.0,13958.0
32908.0,7927.0
32909.0,7148.0
32910.0,5892.0
32911.0,8000.0
32915.0,5609.0
32969.0,19662.0
33002.0,9437.0
33032.0,17366.0
33034.0,17013.0
33035.0,15262.0
33036.0,18560.0
33048.0,9047.0
33058.0,7832.0
33070.0,9868.0
33071.0,9827.0
33072.0,8336.0
33073.0,9907.0
33076.0,14964.0
33078.0,13559.0
33079.0,12241.0
33080.0,13676.0
33083.0,7354.0
33084.0,5820.0
33085.0,7844.0
33089.0,5597.0
33142.0,18518.0
33176.0,9620.0
33207.0,17281.0
