x,Ch1_1,is_cusum_turning,is_steep_endpoint
22779.0,5201.0,1,0
22782.0,4680.0,1,0
22785.0,4777.0,0,1
22788.0,4894.0,0,1
22803.0,5729.0,0,1
22806.0,5595.0,1,1
22811.0,8753.0,0,1
22812.0,7931.0,0,1
22814.0,7130.0,1,0
22819.0,3906.0,1,0
22822.0,4012.0,0,1
22823.0,3772.0,1,1
22839.0,1430.0,1,1
22875.0,1470.0,1,1
22879.0,4991.0,0,1
22880.0,4622.0,1,0
22883.0,4491.0,1,0
22886.0,4639.0,0,1
22893.0,4990.0,1,0
22915.0,5746.0,1,0
22917.0,5874.0,0,1
22932.0,5996.0,0,1
22943.0,9289.0,1,0
22946.0,12028.0,0,1
22947.0,11773.0,0,1
22948.0,9929.0,1,0
22952.0,5577.0,1,0
22955.0,4845.0,1,0
22959.0,4793.0,0,1
22961.0,4904.0,0,1
22975.0,5670.0,0,1
22979.0,5641.0,1,1
22985.0,8810.0,0,1
22986.0,7957.0,0,1
22988.0,7244.0,1,0
22993.0,4092.0,1,0
22996.0,4174.0,0,1
22997.0,3930.0,1,1
23013.0,1462.0,1,1
23048.0,1460.0,1,1
23053.0,4855.0,1,1
23057.0,4409.0,1,0
23058.0,4557.0,0,1
23068.0,5030.0,1,0
23079.0,5614.0,0,1
23086.0,5758.0,1,0
23106.0,6018.0,0,1
23110.0,6563.0,1,0
23117.0,9320.0,1,0
23120.0,12280.0,0,1
23121.0,11738.0,0,1
23122.0,10051.0,1,0
23125.0,6236.0,1,0
23127.0,5272.0,1,0
23130.0,4776.0,1,1
23136.0,4978.0,0,1
23150.0,5692.0,0,1
23153.0,5656.0,1,0
23154.0,5722.0,0,1
23159.0,8819.0,0,1
23160.0,8110.0,0,1
23162.0,7270.0,1,0
23167.0,4093.0,1,0
23170.0,4170.0,0,1
23171.0,3949.0,1,1
23187.0,1480.0,1,1
23222.0,1438.0,0,1
23227.0,4801.0,1,1
23231.0,4629.0,1,0
23245.0,5330.0,1,0
23268.0,5924.0,1,0
23280.0,5993.0,1,1
23284.0,6785.0,1,0
23290.0,9457.0,0,1
23291.0,9394.0,1,0
23294.0,12541.0,0,1
23296.0,10401.0,1,0
23299.0,6376.0,1,0
23301.0,5373.0,1,0
23304.0,4832.0,1,0
23307.0,4903.0,0,1
23308.0,4833.0,0,1
23327.0,5836.0,1,0
23333.0,9051.0,1,1
23337.0,6893.0,1,1
23342.0,3733.0,1,0
23344.0,4374.0,0,1
23345.0,4069.0,1,1
23361.0,1443.0,1,1
23397.0,1458.0,0,1
23401.0,5192.0,0,1
23402.0,4837.0,1,0
23407.0,4706.0,0,1
23413.0,5120.0,1,0
23415.0,5324.0,0,1
23428.0,5606.0,1,0
23443.0,5980.0,1,0
23454.0,6148.0,0,1
23458.0,6671.0,1,0
23465.0,9461.0,1,0
23468.0,12390.0,1,1
23469.0,12022.0,0,1
23470.0,10332.0,1,0
23473.0,6382.0,1,0
23475.0,5372.0,1,0
23478.0,4844.0,1,0
23481.0,4851.0,0,1
23483.0,4959.0,0,1
23501.0,5790.0,1,0
23507.0,9126.0,0,1
23511.0,6928.0,1,1
23516.0,3660.0,1,0
23518.0,4501.0,0,1
23519.0,4122.0,1,1
23535.0,1465.0,1,1
23570.0,1439.0,0,1
23575.0,5086.0,1,1
23582.0,4870.0,0,1
23591.0,5326.0,1,0
23599.0,5834.0,0,1
23601.0,5624.0,1,0
23628.0,6230.0,0,1
23632.0,6806.0,1,0
23639.0,9783.0,1,0
