x,Ch1_9
44426.0,1430.0
44521.0,21172.0
44585.0,1412.0
44869.0,21372.0
44925.0,1456.0
45217.0,21203.0
45273.0,1459.0
45774.0,21196.0
46090.0,1458.0
46091.0,22320.0
46141.0,1436.0
46261.0,20751.0
46315.0,1432.0
46610.0,20960.0
46668.0,1422.0
46957.0,21199.0
47015.0,1437.0
48820.0,1448.0
48822.0,21032.0
49539.0,7920.0
50027.0,18750.0
50263.0,7910.0
50267.0,18793.0
50342.0,7876.0
50347.0,18863.0
50603.0,7935.0
50607.0,19097.0
50926.0,7864.0
50929.0,19107.0
50944.0,7861.0
50949.0,19179.0
50965.0,7901.0
50969.0,19244.0
51122.0,7846.0
51129.0,19294.0
51183.0,7840.0
51189.0,19307.0
51222.0,7955.0
51229.0,19330.0
51284.0,7949.0
51289.0,19492.0
51404.0,7895.0
51409.0,19560.0
51465.0,7896.0
51509.0,19588.0
51584.0,7912.0
51869.0,19779.0
51882.0,8032.0
51909.0,19782.0
51926.0,8020.0
52029.0,19783.0
52122.0,7992.0
52309.0,19919.0
52363.0,8078.0
52371.0,19862.0
52384.0,8177.0
52431.0,19901.0
52546.0,8101.0
52571.0,19889.0
52584.0,8211.0
52651.0,19930.0
52684.0,8223.0
53211.0,20296.0
53226.0,8287.0
53391.0,20385.0
53424.0,8299.0
53511.0,20255.0
53547.0,8385.0
53631.0,20328.0
53706.0,8329.0
53811.0,20303.0
53824.0,8476.0
54081.0,20257.0
54199.0,9128.0
54262.0,20253.0
54318.0,9148.0
54543.0,20421.0
54640.0,9198.0
54643.0,20467.0
54677.0,9217.0
55023.0,20610.0
55056.0,9182.0
55203.0,20649.0
55218.0,9196.0
55283.0,20689.0
55335.0,9188.0
55423.0,20598.0
55436.0,9211.0
55543.0,20634.0
55560.0,9239.0
55643.0,20689.0
55678.0,9208.0
55723.0,20721.0
55797.0,9210.0
55863.0,20726.0
55877.0,9249.0
56023.0,20852.0
56097.0,9187.0
56142.0,20734.0
56157.0,9218.0
56282.0,20785.0
56298.0,9216.0
56402.0,20774.0
