event_id,direction,start_idx,end_idx,start_x,end_x,start_y,end_y,duration,delta_y,max_abs_slope
1520,up,50963,50970,50964.0,50971.0,24762.0,43289.0,7,18527.0,5621.400000000001
1521,down,50970,50982,50971.0,50983.0,43289.0,24876.0,12,-18413.0,3608.2000000000016
1522,up,50983,50990,50984.0,50991.0,24829.0,43602.0,7,18773.0,5692.400000000004
1523,down,50990,51002,50991.0,51003.0,43602.0,24870.0,12,-18732.0,3747.599999999996
1524,up,51003,51010,51004.0,51011.0,24767.0,43291.0,7,18524.0,5681.2
1525,down,51010,51022,51011.0,51023.0,43291.0,24863.0,12,-18428.0,3460.4000000000024
1526,up,51023,51030,51024.0,51031.0,24808.0,43486.0,7,18678.0,5686.800000000006
1527,down,51030,51042,51031.0,51043.0,43486.0,24930.0,12,-18556.0,3688.3999999999987
1528,up,51043,51050,51044.0,51051.0,24963.0,43592.0,7,18629.0,5708.800000000006
1529,down,51050,51062,51051.0,51063.0,43592.0,24824.0,12,-18768.0,3892.2000000000016
1530,up,51063,51070,51064.0,51071.0,25053.0,43625.0,7,18572.0,5690.1999999999925
1531,down,51070,51082,51071.0,51083.0,43625.0,24709.0,12,-18916.0,3554.4000000000024
1532,up,51083,51090,51084.0,51091.0,24843.0,43714.0,7,18871.0,5767.1999999999925
1533,down,51090,51104,51091.0,51105.0,43714.0,24928.0,14,-18786.0,3746.8
1534,up,51104,51110,51105.0,51111.0,24928.0,43215.0,6,18287.0,5729.799999999998
1535,down,51110,51122,51111.0,51123.0,43215.0,24945.0,12,-18270.0,3278.199999999998
1536,up,51123,51130,51124.0,51131.0,24936.0,43774.0,7,18838.0,5754.000000000003
1537,down,51130,51142,51131.0,51143.0,43774.0,24861.0,12,-18913.0,3248.9999999999973
1538,up,51143,51150,51144.0,51151.0,24798.0,43750.0,7,18952.0,5785.600000000001
1539,down,51150,51162,51151.0,51163.0,43750.0,25164.0,12,-18586.0,3277.5999999999995
1540,up,51163,51170,51164.0,51171.0,24916.0,43561.0,7,18645.0,5785.000000000003
1541,down,51170,51182,51171.0,51183.0,43561.0,25001.0,12,-18560.0,3515.199999999998
1542,up,51183,51190,51184.0,51191.0,24884.0,43909.0,7,19025.0,5684.600000000001
1543,down,51190,51202,51191.0,51203.0,43909.0,24971.0,12,-18938.0,3549.8
1544,up,51203,51210,51204.0,51211.0,25052.0,43760.0,7,18708.0,5750.599999999998
1545,down,51210,51222,51211.0,51223.0,43760.0,24913.0,12,-18847.0,3386.8
1546,up,51223,51230,51224.0,51231.0,25069.0,43750.0,7,18681.0,5734.399999999997
1547,down,51230,51244,51231.0,51245.0,43750.0,24874.0,14,-18876.0,3680.3999999999987
1548,up,51244,51250,51245.0,51251.0,24874.0,43766.0,6,18892.0,5831.799999999995
1549,down,51250,51264,51251.0,51265.0,43766.0,24906.0,14,-18860.0,3776.8
1550,up,51264,51270,51265.0,51271.0,24906.0,43967.0,6,19061.0,5688.599999999998
1551,down,51270,51282,51271.0,51283.0,43967.0,25028.0,12,-18939.0,3475.9999999999973
1552,up,51283,51290,51284.0,51291.0,25175.0,43839.0,7,18664.0,5761.599999999994
1553,down,51290,51304,51291.0,51305.0,43839.0,25160.0,14,-18679.0,3695.9999999999973
1554,up,51304,51310,51305.0,51311.0,25160.0,43904.0,6,18744.0,5815.2000000000035
1555,down,51310,51322,51311.0,51323.0,43904.0,25019.0,12,-18885.0,3324.2000000000016
1556,up,51323,51330,51324.0,51331.0,25250.0,43909.0,7,18659.0,5779.399999999997
1557,down,51330,51342,51331.0,51343.0,43909.0,24843.0,12,-19066.0,3354.3999999999987
1558,up,51343,51350,51344.0,51351.0,25420.0,43933.0,7,18513.0,5835.799999999995
1559,down,51350,51362,51351.0,51363.0,43933.0,24989.0,12,-18944.0,3350.000000000001
1560,up,51363,51370,51364.0,51371.0,25034.0,43823.0,7,18789.0,5794.999999999999
1561,down,51370,51384,51371.0,51385.0,43823.0,25148.0,14,-18675.0,3553.1999999999944
1562,up,51384,51390,51385.0,51391.0,25148.0,44061.0,6,18913.0,5769.200000000007
1563,down,51390,51404,51391.0,51405.0,44061.0,25068.0,14,-18993.0,3631.000000000001
1564,up,51404,51410,51405.0,51411.0,25068.0,44248.0,6,19180.0,5784.600000000001
1565,down,51410,51422,51411.0,51423.0,44248.0,25242.0,12,-19006.0,3777.8
1566,up,51423,51430,51424.0,51431.0,25223.0,43941.0,7,18718.0,5852.800000000006
1567,down,51430,51442,51431.0,51443.0,43941.0,25192.0,12,-18749.0,3386.4000000000024
1568,up,51443,51450,51444.0,51451.0,25210.0,44532.0,7,19322.0,5801.000000000003
1569,down,51450,51462,51451.0,51463.0,44532.0,25424.0,12,-19108.0,3582.8
1570,up,51463,51470,51464.0,51471.0,25523.0,44112.0,7,18589.0,5684.600000000001
1571,down,51470,51482,51471.0,51483.0,44112.0,25276.0,12,-18836.0,3794.2000000000016
1572,up,51483,51490,51484.0,51491.0,25269.0,44051.0,7,18782.0,5866.400000000004
1573,down,51490,51502,51491.0,51503.0,44051.0,25270.0,12,-18781.0,3392.8
1574,up,51503,51510,51504.0,51511.0,25166.0,43977.0,7,18811.0,5796.800000000006
1575,down,51510,51522,51511.0,51523.0,43977.0,25167.0,12,-18810.0,3689.2000000000053
1576,up,51523,51530,51524.0,51531.0,25206.0,44189.0,7,18983.0,5916.799999999998
1577,down,51530,51544,51531.0,51545.0,44189.0,25429.0,14,-18760.0,3383.9999999999973
1578,up,51544,51550,51545.0,51551.0,25429.0,44544.0,6,19115.0,5787.399999999997
1579,down,51550,51562,51551.0,51563.0,44544.0,25283.0,12,-19261.0,3359.8
1580,up,51563,51570,51564.0,51571.0,25551.0,44735.0,7,19184.0,5759.600000000001
1581,down,51570,51584,51571.0,51585.0,44735.0,25569.0,14,-19166.0,3765.3999999999987
1582,up,51584,51590,51585.0,51591.0,25569.0,44444.0,6,18875.0,5810.999999999995
1583,down,51590,51602,51591.0,51603.0,44444.0,25382.0,12,-19062.0,3358.600000000003
1584,up,51603,51610,51604.0,51611.0,25356.0,44181.0,7,18825.0,5857.599999999998
1585,down,51610,51622,51611.0,51623.0,44181.0,25684.0,12,-18497.0,3347.5999999999995
1586,up,51623,51630,51624.0,51631.0,25385.0,44730.0,7,19345.0,5774.000000000003
1587,down,51630,51644,51631.0,51645.0,44730.0,25335.0,14,-19395.0,3494.4000000000024
1588,up,51644,51650,51645.0,51651.0,25335.0,44481.0,6,19146.0,5839.600000000001
1589,down,51650,51662,51651.0,51663.0,44481.0,25436.0,12,-19045.0,3729.5999999999995
1590,up,51663,51670,51664.0,51671.0,25472.0,44636.0,7,19164.0,5802.600000000001
1591,down,51670,51682,51671.0,51683.0,44636.0,25620.0,12,-19016.0,3741.5999999999995
1592,up,51683,51690,51684.0,51691.0,25446.0,44342.0,7,18896.0,5940.600000000001
1593,down,51690,51702,51691.0,51703.0,44342.0,25410.0,12,-18932.0,3384.399999999995
1594,up,51703,51710,51704.0,51711.0,25539.0,44538.0,7,18999.0,5891.999999999999
1595,down,51710,51724,51711.0,51725.0,44538.0,25400.0,14,-19138.0,3406.2000000000016
1596,up,51724,51730,51725.0,51731.0,25400.0,44581.0,6,19181.0,5793.400000000004
1597,down,51730,51742,51731.0,51743.0,44581.0,25551.0,12,-19030.0,3502.8
1598,up,51743,51750,51744.0,51751.0,25650.0,44880.0,7,19230.0,5792.399999999997
1599,down,51750,51762,51751.0,51763.0,44880.0,25446.0,12,-19434.0,3397.2000000000016
1600,up,51763,51770,51764.0,51771.0,25669.0,44736.0,7,19067.0,5956.800000000002
1601,down,51770,51784,51771.0,51785.0,44736.0,25731.0,14,-19005.0,3421.5999999999995
1602,up,51784,51790,51785.0,51791.0,25731.0,44586.0,6,18855.0,5845.799999999998
1603,down,51790,51802,51791.0,51803.0,44586.0,25531.0,12,-19055.0,3406.000000000001
1604,up,51803,51810,51804.0,51811.0,25653.0,44829.0,7,19176.0,5827.399999999997
1605,down,51810,51822,51811.0,51823.0,44829.0,25801.0,12,-19028.0,3652.3999999999987
1606,up,51823,51830,51824.0,51831.0,25687.0,44961.0,7,19274.0,5806.800000000006
1607,down,51830,51842,51831.0,51843.0,44961.0,25377.0,12,-19584.0,3663.800000000004
1608,up,51843,51850,51844.0,51851.0,25692.0,45051.0,7,19359.0,5862.400000000004
1609,down,51850,51862,51851.0,51863.0,45051.0,25495.0,12,-19556.0,3956.000000000001
1610,up,51863,51870,51864.0,51871.0,25564.0,45373.0,7,19809.0,5915.399999999997
1611,down,51870,51882,51871.0,51883.0,45373.0,25626.0,12,-19747.0,3425.3999999999987
1612,up,51883,51890,51884.0,51891.0,25396.0,45179.0,7,19783.0,5901.2
1613,down,51890,51902,51891.0,51903.0,45179.0,25822.0,12,-19357.0,3722.3999999999987
1614,up,51903,51910,51904.0,51911.0,25577.0,45186.0,7,19609.0,5881.000000000003
1615,down,51910,51922,51911.0,51923.0,45186.0,25800.0,12,-19386.0,3940.3999999999987
1616,up,51923,51930,51924.0,51931.0,25622.0,45348.0,7,19726.0,5921.600000000001
1617,down,51930,51942,51931.0,51943.0,45348.0,25855.0,12,-19493.0,3380.3999999999987
1618,up,51943,51950,51944.0,51951.0,25692.0,45221.0,7,19529.0,5872.600000000001
1619,down,51950,51962,51951.0,51963.0,45221.0,25728.0,12,-19493.0,3552.8
1620,up,51963,51970,51964.0,51971.0,25440.0,44994.0,7,19554.0,5926.2
1621,down,51970,51984,51971.0,51985.0,44994.0,25666.0,14,-19328.0,3852.000000000001
1622,up,51984,51990,51985.0,51991.0,25666.0,45010.0,6,19344.0,5905.600000000001
1623,down,51990,52004,51991.0,52005.0,45010.0,25601.0,14,-19409.0,4030.9999999999973
1624,up,52004,52010,52005.0,52011.0,25601.0,45247.0,6,19646.0,5852.799999999998
1625,down,52010,52022,52011.0,52023.0,45247.0,25613.0,12,-19634.0,3506.8
1626,up,52023,52030,52024.0,52031.0,25862.0,45126.0,7,19264.0,5879.000000000003
1627,down,52030,52042,52031.0,52043.0,45126.0,25917.0,12,-19209.0,3735.3999999999987
1628,up,52043,52050,52044.0,52051.0,25884.0,45818.0,7,19934.0,5907.2
1629,down,52050,52062,52051.0,52063.0,45818.0,25977.0,12,-19841.0,3432.8000000000075
1630,up,52063,52070,52064.0,52071.0,25828.0,45457.0,7,19629.0,5818.2
1631,down,52070,52082,52071.0,52083.0,45457.0,26077.0,12,-19380.0,3607.4000000000024
1632,up,52083,52090,52084.0,52091.0,26084.0,45713.0,7,19629.0,5885.2
1633,down,52090,52102,52091.0,52103.0,45713.0,25951.0,12,-19762.0,3723.000000000001
1634,up,52103,52110,52104.0,52111.0,25930.0,45617.0,7,19687.0,5968.400000000004
1635,down,52110,52124,52111.0,52125.0,45617.0,25725.0,14,-19892.0,4022.7999999999965
1636,up,52124,52130,52125.0,52131.0,25725.0,45538.0,6,19813.0,5888.2
1637,down,52130,52142,52131.0,52143.0,45538.0,26242.0,12,-19296.0,3516.2000000000016
1638,up,52143,52150,52144.0,52151.0,26014.0,45431.0,7,19417.0,5879.799999999998
1639,down,52150,52162,52151.0,52163.0,45431.0,25998.0,12,-19433.0,3449.000000000001
1640,up,52163,52170,52164.0,52171.0,26006.0,45680.0,7,19674.0,5940.800000000002
1641,down,52170,52182,52171.0,52183.0,45680.0,26013.0,12,-19667.0,3577.4000000000024
1642,up,52183,52190,52184.0,52191.0,26119.0,45366.0,7,19247.0,5871.599999999998
1643,down,52190,52202,52191.0,52203.0,45366.0,25913.0,12,-19453.0,3621.9999999999973
1644,up,52203,52210,52204.0,52211.0,25960.0,45696.0,7,19736.0,5949.400000000004
1645,down,52210,52224,52211.0,52225.0,45696.0,25831.0,14,-19865.0,3772.4000000000024
1646,up,52224,52230,52225.0,52231.0,25831.0,45594.0,6,19763.0,5904.2
1647,down,52230,52242,52231.0,52243.0,45594.0,26008.0,12,-19586.0,3775.8
1648,up,52243,52250,52244.0,52251.0,25966.0,45797.0,7,19831.0,5998.400000000004
1649,down,52250,52262,52251.0,52263.0,45797.0,26118.0,12,-19679.0,3923.5999999999995
1650,up,52263,52270,52264.0,52271.0,26205.0,45902.0,7,19697.0,5911.000000000003
1651,down,52270,52282,52271.0,52283.0,45902.0,26063.0,12,-19839.0,3716.199999999998
1652,up,52283,52290,52284.0,52291.0,26213.0,45684.0,7,19471.0,5916.2
1653,down,52290,52302,52291.0,52303.0,45684.0,26115.0,12,-19569.0,3906.3999999999987
1654,up,52303,52310,52304.0,52311.0,25984.0,45747.0,7,19763.0,5965.400000000004
1655,down,52310,52322,52311.0,52323.0,45747.0,25980.0,12,-19767.0,3514.3999999999987
1656,up,52325,52332,52326.0,52333.0,26043.0,45873.0,7,19830.0,5876.399999999997
1657,down,52332,52344,52333.0,52345.0,45873.0,26233.0,12,-19640.0,3429.4000000000024
1658,up,52345,52352,52346.0,52353.0,26140.0,45701.0,7,19561.0,5910.400000000004
1659,down,52352,52364,52353.0,52365.0,45701.0,26172.0,12,-19529.0,3546.8
1660,up,52365,52372,52366.0,52373.0,26037.0,45680.0,7,19643.0,5951.799999999998
1661,down,52372,52386,52373.0,52387.0,45680.0,26213.0,14,-19467.0,3756.000000000001
1662,up,52386,52392,52387.0,52393.0,26213.0,45909.0,6,19696.0,5949.999999999995
1663,down,52392,52404,52393.0,52405.0,45909.0,26159.0,12,-19750.0,3451.4000000000024
1664,up,52405,52412,52406.0,52413.0,26118.0,45617.0,7,19499.0,6016.799999999998
1665,down,52412,52424,52413.0,52425.0,45617.0,26305.0,12,-19312.0,3933.9999999999973
1666,up,52425,52432,52426.0,52433.0,26191.0,45772.0,7,19581.0,5947.600000000001
1667,down,52432,52444,52433.0,52445.0,45772.0,26370.0,12,-19402.0,3522.000000000001
1668,up,52445,52452,52446.0,52453.0,26196.0,45830.0,7,19634.0,5915.000000000003
1669,down,52452,52466,52453.0,52467.0,45830.0,26236.0,14,-19594.0,3643.199999999998
1670,up,52466,52472,52467.0,52473.0,26236.0,46084.0,6,19848.0,5880.400000000004
1671,down,52472,52484,52473.0,52485.0,46084.0,26440.0,12,-19644.0,3469.2000000000016
1672,up,52485,52492,52486.0,52493.0,26498.0,45713.0,7,19215.0,5944.000000000003
1673,down,52492,52504,52493.0,52505.0,45713.0,26556.0,12,-19157.0,3467.9999999999973
1674,up,52505,52512,52506.0,52513.0,26516.0,45991.0,7,19475.0,5941.999999999999
1675,down,52512,52524,52513.0,52525.0,45991.0,26526.0,12,-19465.0,3499.2000000000016
1676,up,52525,52532,52526.0,52533.0,26562.0,46028.0,7,19466.0,5930.199999999996
1677,down,52532,52546,52533.0,52547.0,46028.0,26357.0,14,-19671.0,3430.8
1678,up,52546,52552,52547.0,52553.0,26357.0,46172.0,6,19815.0,5974.600000000001
1679,down,52552,52564,52553.0,52565.0,46172.0,26552.0,12,-19620.0,3479.600000000003
1680,up,52565,52572,52566.0,52573.0,26376.0,46164.0,7,19788.0,5935.999999999999
1681,down,52572,52584,52573.0,52585.0,46164.0,26550.0,12,-19614.0,3496.1999999999944
1682,up,52585,52592,52586.0,52593.0,26492.0,46171.0,7,19679.0,5951.600000000001
1683,down,52592,52604,52593.0,52605.0,46171.0,26542.0,12,-19629.0,3500.6000000000067
1684,up,52605,52612,52606.0,52613.0,26545.0,46088.0,7,19543.0,5902.2
1685,down,52612,52626,52613.0,52627.0,46088.0,26403.0,14,-19685.0,3512.4000000000024
1686,up,52626,52632,52627.0,52633.0,26403.0,46467.0,6,20064.0,5973.399999999997
1687,down,52632,52644,52633.0,52645.0,46467.0,26641.0,12,-19826.0,3531.8000000000075
1688,up,52645,52652,52646.0,52653.0,26534.0,46408.0,7,19874.0,5971.600000000009
1689,down,52652,52666,52653.0,52667.0,46408.0,26416.0,14,-19992.0,3609.8
1690,up,52666,52672,52667.0,52673.0,26416.0,46145.0,6,19729.0,5959.599999999994
1691,down,52672,52684,52673.0,52685.0,46145.0,26415.0,12,-19730.0,3596.2000000000016
1692,up,52685,52692,52686.0,52693.0,26698.0,46330.0,7,19632.0,5967.600000000001
1693,down,52692,52706,52693.0,52707.0,46330.0,26624.0,14,-19706.0,3907.5999999999995
1694,up,52706,52712,52707.0,52713.0,26624.0,45961.0,6,19337.0,6010.599999999998
1695,down,52712,52726,52713.0,52727.0,45961.0,26522.0,14,-19439.0,3496.4000000000024
1696,up,52726,52732,52727.0,52733.0,26522.0,46592.0,6,20070.0,6008.999999999995
1697,down,52732,52746,52733.0,52747.0,46592.0,26314.0,14,-20278.0,3619.8
1698,up,52746,52752,52747.0,52753.0,26314.0,46529.0,6,20215.0,5986.799999999998
1699,down,52752,52764,52753.0,52765.0,46529.0,26624.0,12,-19905.0,3595.4000000000024
1700,up,52765,52772,52766.0,52773.0,26695.0,46537.0,7,19842.0,5955.600000000005
1701,down,52772,52784,52773.0,52785.0,46537.0,26402.0,12,-20135.0,3929.3999999999987
1702,up,52785,52792,52786.0,52793.0,26589.0,46314.0,7,19725.0,6039.000000000003
1703,down,52792,52804,52793.0,52805.0,46314.0,26852.0,12,-19462.0,3537.400000000006
1704,up,52805,52812,52806.0,52813.0,26693.0,46452.0,7,19759.0,5969.799999999998
1705,down,52812,52826,52813.0,52827.0,46452.0,26459.0,14,-19993.0,3615.8000000000075
1706,up,52826,52832,52827.0,52833.0,26459.0,46753.0,6,20294.0,6041.200000000007
1707,down,52832,52846,52833.0,52847.0,46753.0,26794.0,14,-19959.0,3587.000000000001
1708,up,52846,52852,52847.0,52853.0,26794.0,46153.0,6,19359.0,6039.999999999999
1709,down,52852,52866,52853.0,52867.0,46153.0,26600.0,14,-19553.0,3482.600000000003
1710,up,52866,52872,52867.0,52873.0,26600.0,46380.0,6,19780.0,6069.000000000003
1711,down,52872,52886,52873.0,52887.0,46380.0,26538.0,14,-19842.0,3565.2000000000016
1712,up,52886,52892,52887.0,52893.0,26538.0,46836.0,6,20298.0,6028.999999999995
1713,down,52892,52904,52893.0,52905.0,46836.0,26513.0,12,-20323.0,3556.399999999995
1714,up,52905,52912,52906.0,52913.0,26892.0,46789.0,7,19897.0,6067.600000000001
1715,down,52912,52924,52913.0,52925.0,46789.0,26622.0,12,-20167.0,3592.5999999999995
1716,up,52925,52932,52926.0,52933.0,26807.0,46552.0,7,19745.0,6061.000000000003
1717,down,52932,52944,52933.0,52945.0,46552.0,26652.0,12,-19900.0,3538.2000000000016
1718,up,52945,52952,52946.0,52953.0,26697.0,46852.0,7,20155.0,6071.799999999998
1719,down,52952,52966,52953.0,52967.0,46852.0,26854.0,14,-19998.0,3616.3999999999987
1720,up,52966,52972,52967.0,52973.0,26854.0,46772.0,6,19918.0,6032.599999999994
1721,down,52972,52986,52973.0,52987.0,46772.0,26813.0,14,-19959.0,3606.8
1722,up,52986,52992,52987.0,52993.0,26813.0,46940.0,6,20127.0,6014.799999999995
1723,down,52992,53006,52993.0,53007.0,46940.0,26962.0,14,-19978.0,3603.3999999999987
1724,up,53006,53012,53007.0,53013.0,26962.0,46864.0,6,19902.0,6094.2
1725,down,53012,53024,53013.0,53025.0,46864.0,26773.0,12,-20091.0,3601.2000000000016
1726,up,53025,53032,53026.0,53033.0,26909.0,46840.0,7,19931.0,6041.600000000009
1727,down,53032,53046,53033.0,53047.0,46840.0,26797.0,14,-20043.0,3771.600000000003
1728,up,53046,53052,53047.0,53053.0,26797.0,46641.0,6,19844.0,6155.800000000002
1729,down,53052,53064,53053.0,53065.0,46641.0,26921.0,12,-19720.0,3830.5999999999995
1730,up,53065,53072,53066.0,53073.0,26866.0,47407.0,7,20541.0,6012.2
1731,down,53072,53084,53073.0,53085.0,47407.0,26811.0,12,-20596.0,3811.2000000000016
1732,up,53085,53092,53086.0,53093.0,26627.0,46932.0,7,20305.0,6064.799999999998
1733,down,53092,53104,53093.0,53105.0,46932.0,27000.0,12,-19932.0,3682.5999999999995
1734,up,53105,53112,53106.0,53113.0,27221.0,47123.0,7,19902.0,5978.999999999995
1735,down,53112,53124,53113.0,53125.0,47123.0,26967.0,12,-20156.0,4100.400000000002
1736,up,53125,53132,53126.0,53133.0,27148.0,47372.0,7,20224.0,6028.999999999995
1737,down,53132,53146,53133.0,53147.0,47372.0,26882.0,14,-20490.0,3852.5999999999995
1738,up,53146,53152,53147.0,53153.0,26882.0,47388.0,6,20506.0,6154.799999999998
1739,down,53152,53164,53153.0,53165.0,47388.0,27087.0,12,-20301.0,3602.800000000004
1740,up,53165,53172,53166.0,53173.0,26962.0,47225.0,7,20263.0,5984.800000000006
1741,down,53172,53184,53173.0,53185.0,47225.0,27016.0,12,-20209.0,3666.2000000000016
1742,up,53185,53192,53186.0,53193.0,27027.0,47426.0,7,20399.0,6054.2
1743,down,53192,53204,53193.0,53205.0,47426.0,26960.0,12,-20466.0,3644.4000000000024
1744,up,53205,53212,53206.0,53213.0,26989.0,47191.0,7,20202.0,6052.200000000007
1745,down,53212,53226,53213.0,53227.0,47191.0,26976.0,14,-20215.0,3880.9999999999973
1746,up,53226,53232,53227.0,53233.0,26976.0,47284.0,6,20308.0,6175.2
1747,down,53232,53244,53233.0,53245.0,47284.0,26939.0,12,-20345.0,3589.8
1748,up,53245,53252,53246.0,53253.0,26990.0,47113.0,7,20123.0,6107.2
1749,down,53252,53264,53253.0,53265.0,47113.0,27087.0,12,-20026.0,3816.4000000000024
1750,up,53265,53272,53266.0,53273.0,26974.0,47352.0,7,20378.0,6123.200000000007
1751,down,53272,53284,53273.0,53285.0,47352.0,27108.0,12,-20244.0,4195.8
1752,up,53285,53292,53286.0,53293.0,27236.0,47544.0,7,20308.0,6070.800000000006
1753,down,53292,53304,53293.0,53305.0,47544.0,27105.0,12,-20439.0,3579.0000000000045
1754,up,53305,53312,53306.0,53313.0,27224.0,47506.0,7,20282.0,6064.799999999998
1755,down,53312,53326,53313.0,53327.0,47506.0,27126.0,14,-20380.0,3871.5999999999995
1756,up,53326,53332,53327.0,53333.0,27126.0,47475.0,6,20349.0,6073.399999999997
1757,down,53332,53344,53333.0,53345.0,47475.0,27018.0,12,-20457.0,4008.3999999999987
1758,up,53345,53352,53346.0,53353.0,27334.0,47540.0,7,20206.0,6070.399999999997
1759,down,53352,53364,53353.0,53365.0,47540.0,26953.0,12,-20587.0,3569.8000000000075
1760,up,53365,53372,53366.0,53373.0,26789.0,47272.0,7,20483.0,6080.799999999998
1761,down,53372,53384,53373.0,53385.0,47272.0,27097.0,12,-20175.0,3648.800000000004
1762,up,53385,53392,53386.0,53393.0,27161.0,47692.0,7,20531.0,6127.599999999994
1763,down,53392,53404,53393.0,53405.0,47692.0,27184.0,12,-20508.0,3734.5999999999995
1764,up,53405,53412,53406.0,53413.0,27285.0,47315.0,7,20030.0,6025.399999999997
1765,down,53412,53424,53413.0,53425.0,47315.0,27323.0,12,-19992.0,3980.400000000006
1766,up,53425,53432,53426.0,53433.0,27312.0,47478.0,7,20166.0,5997.399999999997
1767,down,53432,53446,53433.0,53447.0,47478.0,27101.0,14,-20377.0,3648.000000000001
1768,up,53446,53452,53447.0,53453.0,27101.0,47651.0,6,20550.0,6029.2
1769,down,53452,53464,53453.0,53465.0,47651.0,27271.0,12,-20380.0,4004.9999999999973
1770,up,53465,53472,53466.0,53473.0,26970.0,47640.0,7,20670.0,6237.999999999995
1771,down,53472,53486,53473.0,53487.0,47640.0,27095.0,14,-20545.0,4068.5999999999995
1772,up,53486,53492,53487.0,53493.0,27095.0,47176.0,6,20081.0,6138.1999999999925
1773,down,53492,53504,53493.0,53505.0,47176.0,27192.0,12,-19984.0,3676.5999999999995
1774,up,53505,53512,53506.0,53513.0,27385.0,47549.0,7,20164.0,6104.600000000001
1775,down,53512,53526,53513.0,53527.0,47549.0,27350.0,14,-20199.0,3620.800000000004
1776,up,53526,53532,53527.0,53533.0,27350.0,47677.0,6,20327.0,6199.000000000003
1777,down,53532,53546,53533.0,53547.0,47677.0,27284.0,14,-20393.0,3673.2000000000016
1778,up,53546,53552,53547.0,53553.0,27284.0,47899.0,6,20615.0,6035.400000000004
1779,down,53552,53566,53553.0,53567.0,47899.0,27233.0,14,-20666.0,3674.6000000000067
1780,up,53566,53572,53567.0,53573.0,27233.0,47459.0,6,20226.0,6075.600000000001
1781,down,53572,53584,53573.0,53585.0,47459.0,27415.0,12,-20044.0,4146.999999999997
1782,up,53585,53592,53586.0,53593.0,27375.0,47851.0,7,20476.0,6108.799999999998
1783,down,53592,53604,53593.0,53605.0,47851.0,27419.0,12,-20432.0,3657.8
1784,up,53605,53612,53606.0,53613.0,27511.0,47839.0,7,20328.0,6053.2
1785,down,53612,53626,53613.0,53627.0,47839.0,27118.0,14,-20721.0,3631.8
1786,up,53626,53632,53627.0,53633.0,27118.0,47772.0,6,20654.0,6134.399999999997
1787,down,53632,53646,53633.0,53647.0,47772.0,27243.0,14,-20529.0,3677.5999999999995
1788,up,53646,53652,53647.0,53653.0,27243.0,47870.0,6,20627.0,6092.600000000001
1789,down,53652,53664,53653.0,53665.0,47870.0,27357.0,12,-20513.0,3672.600000000003
1790,up,53665,53672,53666.0,53673.0,27257.0,47973.0,7,20716.0,6084.799999999991
1791,down,53672,53684,53673.0,53685.0,47973.0,27646.0,12,-20327.0,3954.600000000003
1792,up,53685,53692,53686.0,53693.0,27351.0,47624.0,7,20273.0,6068.400000000004
1793,down,53692,53704,53693.0,53705.0,47624.0,27385.0,12,-20239.0,3613.800000000004
1794,up,53705,53712,53706.0,53713.0,27253.0,47793.0,7,20540.0,6206.399999999997
1795,down,53712,53724,53713.0,53725.0,47793.0,27316.0,12,-20477.0,3963.7999999999965
1796,up,53725,53732,53726.0,53733.0,27129.0,47975.0,7,20846.0,6097.200000000007
1797,down,53732,53744,53733.0,53745.0,47975.0,27253.0,12,-20722.0,3646.8
1798,up,53745,53752,53746.0,53753.0,27403.0,47919.0,7,20516.0,6150.599999999994
1799,down,53752,53766,53753.0,53767.0,47919.0,27509.0,14,-20410.0,3702.600000000003
1800,up,53766,53772,53767.0,53773.0,27509.0,47644.0,6,20135.0,6186.200000000007
1801,down,53772,53784,53773.0,53785.0,47644.0,27443.0,12,-20201.0,3888.8
1802,up,53785,53792,53786.0,53793.0,27438.0,47918.0,7,20480.0,6135.200000000007
1803,down,53792,53806,53793.0,53807.0,47918.0,27181.0,14,-20737.0,3639.5999999999995
1804,up,53806,53812,53807.0,53813.0,27181.0,48064.0,6,20883.0,6086.399999999997
1805,down,53812,53824,53813.0,53825.0,48064.0,27476.0,12,-20588.0,3640.2000000000016
1806,up,53827,53840,53828.0,53841.0,27553.0,53225.0,13,25672.0,5097.800000000006
1807,up,54067,54074,54068.0,54075.0,53255.0,55763.0,7,2508.0,577.000000000003
1808,down,54079,54096,54080.0,54097.0,55985.0,30177.0,17,-25808.0,3851.399999999995
1809,up,54097,54104,54098.0,54105.0,30238.0,46734.0,7,16496.0,5478.600000000001
1810,down,54104,54116,54105.0,54117.0,46734.0,29728.0,12,-17006.0,3388.0000000000045
1811,up,54117,54124,54118.0,54125.0,29789.0,46604.0,7,16815.0,5632.2
1812,down,54124,54136,54125.0,54137.0,46604.0,29667.0,12,-16937.0,3437.0000000000045
1813,up,54137,54144,54138.0,54145.0,29685.0,47112.0,7,17427.0,5602.2000000000035
1814,down,54144,54158,54145.0,54159.0,47112.0,29551.0,14,-17561.0,3931.1999999999944
1815,up,54158,54164,54159.0,54165.0,29551.0,47487.0,6,17936.0,5626.2
1816,down,54164,54176,54165.0,54177.0,47487.0,29700.0,12,-17787.0,3390.2000000000016
1817,up,54177,54184,54178.0,54185.0,29877.0,47212.0,7,17335.0,5728.600000000001
1818,down,54184,54196,54185.0,54197.0,47212.0,29726.0,12,-17486.0,3244.2000000000053
1819,up,54197,54204,54198.0,54205.0,29861.0,47465.0,7,17604.0,5729.600000000001
